"url","Ticker","Ticker_link","Company","Company_link","Ceo","Year","Compensation"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=35","RMD","https://aflcio.org/paywatch/RMD","ResMed","https://aflcio.org/paywatch/RMD","Michael Farrell","2016","$7,498,362"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=35","SPN","https://aflcio.org/paywatch/SPN","Superior Energy Services","https://aflcio.org/paywatch/SPN","David D. Dunlap","2016","$7,496,625"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=35","CTAS","https://aflcio.org/paywatch/CTAS","Cintas Corporation","https://aflcio.org/paywatch/CTAS","Scott D. Farmer","2016","$7,486,774"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=35","CHMT","https://aflcio.org/paywatch/CHMT","Chemtura Corp.","https://aflcio.org/paywatch/CHMT","Craig Rogerson","2015","$7,472,884"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=35","TECH","https://aflcio.org/paywatch/TECH","Bio-Techne Corp","https://aflcio.org/paywatch/TECH","Charles R. Kummeth","2016","$7,468,114"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=35","AXTA","https://aflcio.org/paywatch/AXTA","Axalta Coating Systems Ltd.","https://aflcio.org/paywatch/AXTA","Charles W. Shaver","2016","$7,464,959"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=35","LUK","https://aflcio.org/paywatch/LUK","Leucadia National Corporation","https://aflcio.org/paywatch/LUK","Richard B. Handler","2015","$7,464,812"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=35","MGLN","https://aflcio.org/paywatch/MGLN","Magellan Health","https://aflcio.org/paywatch/MGLN","Barry M. Smith","2016","$7,451,383"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=35","BHE","https://aflcio.org/paywatch/BHE","Benchmark Electronics","https://aflcio.org/paywatch/BHE","Gayla J. Delly","2016","$7,446,068"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=35","BYD","https://aflcio.org/paywatch/BYD","Boyd Gaming Corporation","https://aflcio.org/paywatch/BYD","Keith E. Smith","2016","$7,444,868"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=36","CNO","https://aflcio.org/paywatch/CNO","CNO Financial Group","https://aflcio.org/paywatch/CNO","Edward Bonach","2016","$7,438,921"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=36","XLRN","https://aflcio.org/paywatch/XLRN","Acceleron Pharma","https://aflcio.org/paywatch/XLRN","John L. Knopf","2015","$7,420,682"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=36","CCI","https://aflcio.org/paywatch/CCI","Crown Castle International Corporation","https://aflcio.org/paywatch/CCI","Jay A. Brown","2016","$7,401,750"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=36","ALLE","https://aflcio.org/paywatch/ALLE","Allegion plc","https://aflcio.org/paywatch/ALLE","D. D. Petratis","2015","$7,401,623"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=36","SIG","https://aflcio.org/paywatch/SIG","Signet Jewelers Limited","https://aflcio.org/paywatch/SIG","Mark Light","2016","$7,400,585"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=36","GRA","https://aflcio.org/paywatch/GRA","W.R. Grace & Co.","https://aflcio.org/paywatch/GRA","A. E. Festa","2016","$7,394,801"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=36","TDY","https://aflcio.org/paywatch/TDY","Teledyne Technologies","https://aflcio.org/paywatch/TDY","Robert Mehrabian","2016","$7,386,691"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=36","XYL","https://aflcio.org/paywatch/XYL","Xylem","https://aflcio.org/paywatch/XYL","Patrick K. Decker","2016","$7,382,065"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=36","EXLS","https://aflcio.org/paywatch/EXLS","ExlService Holdings","https://aflcio.org/paywatch/EXLS","Rohit Kapoor","2015","$7,375,143"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=36","ANGI","https://aflcio.org/paywatch/ANGI","Angie's List","https://aflcio.org/paywatch/ANGI","Scott A. Durchslag","2015","$7,372,081"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=36","ANSS","https://aflcio.org/paywatch/ANSS","ANSYS","https://aflcio.org/paywatch/ANSS","James E. Cashman","2016","$7,371,075"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=36","RDN","https://aflcio.org/paywatch/RDN","Radian Group","https://aflcio.org/paywatch/RDN","Sanford A. Ibrahim","2016","$7,365,183"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=36","AGII","https://aflcio.org/paywatch/AGII","Argo Group International Holdings, Ltd.","https://aflcio.org/paywatch/AGII","Mark Watson","2015","$7,363,718"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=36","MTH","https://aflcio.org/paywatch/MTH","Meritage Corporation","https://aflcio.org/paywatch/MTH","Steven J. Hilton","2016","$7,357,735"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=36","AJRD","https://aflcio.org/paywatch/AJRD","Aerojet Rocketdyne Holdings","https://aflcio.org/paywatch/AJRD","Warren G. Lichtenstein","2016","$7,354,214"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=36","DNB","https://aflcio.org/paywatch/DNB","Dun & Bradstreet Corporation","https://aflcio.org/paywatch/DNB","Robert P. Carrigan","2016","$7,350,823"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=36","VSAT","https://aflcio.org/paywatch/VSAT","ViaSat","https://aflcio.org/paywatch/VSAT","Mark Dankberg","2016","$7,335,749"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=36","MTD","https://aflcio.org/paywatch/MTD","Mettler-Toledo International","https://aflcio.org/paywatch/MTD","Olivier A. Filliol","2016","$7,328,609"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=36","CW","https://aflcio.org/paywatch/CW","Curtiss-Wright Corporation","https://aflcio.org/paywatch/CW","David C. Adams","2016","$7,327,899"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=36","AXLL","https://aflcio.org/paywatch/AXLL","Axiall Corporation","https://aflcio.org/paywatch/AXLL","Paul D. Carrico","2015","$7,321,304"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=37","MOS","https://aflcio.org/paywatch/MOS","Mosaic Company","https://aflcio.org/paywatch/MOS","James (Joc) C. O'Rourke","2016","$7,316,221"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=37","AOS","https://aflcio.org/paywatch/AOS","Smith (A.O.) Corporation","https://aflcio.org/paywatch/AOS","Ajita G. Rajendra","2016","$7,304,426"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=37","SKT","https://aflcio.org/paywatch/SKT","Tanger Factory Outlet Centers","https://aflcio.org/paywatch/SKT","Steven B. Tanger","2016","$7,302,151"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=37","HLS","https://aflcio.org/paywatch/HLS","HealthSouth Corporation","https://aflcio.org/paywatch/HLS","Jay Grinney","2016","$7,294,048"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=37","NUAN","https://aflcio.org/paywatch/NUAN","Nuance Communications","https://aflcio.org/paywatch/NUAN","Paul A. Ricci","2016","$7,291,458"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=37","SPLK","https://aflcio.org/paywatch/SPLK","Splunk","https://aflcio.org/paywatch/SPLK","Godfrey Sullivan","2016","$7,286,090"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=37","TROX","https://aflcio.org/paywatch/TROX","Tronox Limited","https://aflcio.org/paywatch/TROX","Thomas Casey","2016","$7,281,399"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=37","APH","https://aflcio.org/paywatch/APH","Amphenol Corporation","https://aflcio.org/paywatch/APH","R.A. Norwitt","2015","$7,278,691"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=37","SHLM","https://aflcio.org/paywatch/SHLM","A. Schulman","https://aflcio.org/paywatch/SHLM","Bernard Rzepka","2016","$7,267,726"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=37","MPG","https://aflcio.org/paywatch/MPG","Metaldyne Performance Group","https://aflcio.org/paywatch/MPG","George Thanopoulos","2015","$7,261,135"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=37","SRC","https://aflcio.org/paywatch/SRC","Spirit Realty Capital","https://aflcio.org/paywatch/SRC","Thomas H. Nolan","2016","$7,245,038"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=37","GCP","https://aflcio.org/paywatch/GCP","GCP Applied Technologies","https://aflcio.org/paywatch/GCP","Gregory E. Poling","2016","$7,243,975"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=37","CMC","https://aflcio.org/paywatch/CMC","Commercial Metals Company","https://aflcio.org/paywatch/CMC","Joseph Alvarado","2016","$7,243,610"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=37","ESNT","https://aflcio.org/paywatch/ESNT","Essent Group Ltd.","https://aflcio.org/paywatch/ESNT","Mark A. Casale","2016","$7,242,667"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=37","SJM","https://aflcio.org/paywatch/SJM","J.M. Smucker Company","https://aflcio.org/paywatch/SJM","Richard K. Smucker","2016","$7,241,597"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=37","WLK","https://aflcio.org/paywatch/WLK","Westlake Chemical Corporation","https://aflcio.org/paywatch/WLK","Albert Chao","2016","$7,219,196"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=37","HOVNP","https://aflcio.org/paywatch/HOVNP","Hovnanian Enterprises","https://aflcio.org/paywatch/HOVNP","Ara K. Hovnanian","2016","$7,212,193"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=37","LOGI","https://aflcio.org/paywatch/LOGI","Logitech International S.A.","https://aflcio.org/paywatch/LOGI","Bracken Darrell","2016","$7,209,337"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=37","HII","https://aflcio.org/paywatch/HII","Huntington Ingalls Industries","https://aflcio.org/paywatch/HII","C. Michael Petters","2016","$7,206,236"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=37","HRC","https://aflcio.org/paywatch/HRC","Hill-Rom Holdings","https://aflcio.org/paywatch/HRC","John J. Greisch","2016","$7,198,084"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=38","MJN","https://aflcio.org/paywatch/MJN","Mead Johnson Nutrition Company","https://aflcio.org/paywatch/MJN","Peter Kasper Jakobsen","2015","$7,196,230"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=38","KLXI","https://aflcio.org/paywatch/KLXI","KLX","https://aflcio.org/paywatch/KLXI","Amin J. Khoury","2015","$7,182,619"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=38","EXPR","https://aflcio.org/paywatch/EXPR","Express","https://aflcio.org/paywatch/EXPR","David Kornberg","2015","$7,181,406"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=38","SAVE","https://aflcio.org/paywatch/SAVE","Spirit Airlines","https://aflcio.org/paywatch/SAVE","Robert L. Fornaro","2016","$7,172,512"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=38","AMSG","https://aflcio.org/paywatch/AMSG","Amsurg Corp.","https://aflcio.org/paywatch/AMSG","Christopher A. Holden","2015","$7,171,780"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=38","QSR","https://aflcio.org/paywatch/QSR","Restaurant Brands International","https://aflcio.org/paywatch/QSR","Daniel Schwartz","2015","$7,166,563"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=38","RYAM","https://aflcio.org/paywatch/RYAM","Rayonier Advanced Materials","https://aflcio.org/paywatch/RYAM","Paul G. Boynton","2016","$7,159,565"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=38","AKRX","https://aflcio.org/paywatch/AKRX","Akorn","https://aflcio.org/paywatch/AKRX","Raj Rai","2016","$7,154,766"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=38","NMBL","https://aflcio.org/paywatch/NMBL","Nimble Storage","https://aflcio.org/paywatch/NMBL","Suresh Vasudevan","2016","$7,152,031"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=38","ADI","https://aflcio.org/paywatch/ADI","Analog Devices","https://aflcio.org/paywatch/ADI","Vincent Roche","2016","$7,150,024"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=38","GLA","https://aflcio.org/paywatch/GLA","GlassBridge Enterprises","https://aflcio.org/paywatch/GLA","Mark E. Lucas","2015","$7,149,693"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=38","SPWR","https://aflcio.org/paywatch/SPWR","SunPower Corporation","https://aflcio.org/paywatch/SPWR","Thomas H. Werner","2016","$7,145,883"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=38","NFG","https://aflcio.org/paywatch/NFG","National Fuel Gas Company","https://aflcio.org/paywatch/NFG","Ronald J. Tanski","2016","$7,136,026"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=38","CAL","https://aflcio.org/paywatch/CAL","Caleres","https://aflcio.org/paywatch/CAL","Diane M. Sullivan","2016","$7,119,077"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=38","SKX","https://aflcio.org/paywatch/SKX","Skechers U.S.A.","https://aflcio.org/paywatch/SKX","Robert Greenberg","2015","$7,116,399"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=38","VIAV","https://aflcio.org/paywatch/VIAV","Viavi Solutions","https://aflcio.org/paywatch/VIAV","Oleg Khaykin","2016","$7,106,629"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=38","FNF","https://aflcio.org/paywatch/FNF","Fidelity National Financial","https://aflcio.org/paywatch/FNF","Raymond R. Quirk","2015","$7,099,777"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=38","UTIW","https://aflcio.org/paywatch/UTIW","UTi Worldwide","https://aflcio.org/paywatch/UTIW","Eric W. Kirchner","2015","$7,099,109"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=38","QEP","https://aflcio.org/paywatch/QEP","QEP Resources","https://aflcio.org/paywatch/QEP","Charles B. Stanley","2016","$7,096,612"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=38","SBAC","https://aflcio.org/paywatch/SBAC","SBA Communications Corporation","https://aflcio.org/paywatch/SBAC","Jeffrey A. Stoops","2016","$7,095,655"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=39","MIC","https://aflcio.org/paywatch/MIC","Macquarie Infrastructure Company","https://aflcio.org/paywatch/MIC","James Hooke","2016","$7,083,169"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=39","MHK","https://aflcio.org/paywatch/MHK","Mohawk Industries","https://aflcio.org/paywatch/MHK","Jeffrey S. Lorberbaum","2016","$7,071,423"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=39","SCHN","https://aflcio.org/paywatch/SCHN","Schnitzer Steel Industries","https://aflcio.org/paywatch/SCHN","Tamara L. Lundgren","2016","$7,070,553"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=39","CIT","https://aflcio.org/paywatch/CIT","CIT Group (DEL)","https://aflcio.org/paywatch/CIT","Ellen R. Alemany","2016","$7,038,428"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=39","SWKS","https://aflcio.org/paywatch/SWKS","Skyworks Solutions","https://aflcio.org/paywatch/SWKS","David J. Aldrich","2016","$7,015,382"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=39","FHN","https://aflcio.org/paywatch/FHN","First Horizon National Corporation","https://aflcio.org/paywatch/FHN","D.B. Jordan","2016","$7,010,450"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=39","ROLL","https://aflcio.org/paywatch/ROLL","RBC Bearings","https://aflcio.org/paywatch/ROLL","Michael J. Hartnett","2016","$7,007,672"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=39","KND","https://aflcio.org/paywatch/KND","Kindred Healthcare","https://aflcio.org/paywatch/KND","Benjamin A. Breier","2016","$7,003,479"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=39","BMS","https://aflcio.org/paywatch/BMS","Bemis Company","https://aflcio.org/paywatch/BMS","William F. Austen","2016","$6,987,089"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=39","CRI","https://aflcio.org/paywatch/CRI","Carter's","https://aflcio.org/paywatch/CRI","Michael D. Casey","2016","$6,976,839"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=39","CDW","https://aflcio.org/paywatch/CDW","CDW Corporation","https://aflcio.org/paywatch/CDW","Thomas E. Richards","2015","$6,967,615"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=39","CCOI","https://aflcio.org/paywatch/CCOI","Cogent Communications Holdings","https://aflcio.org/paywatch/CCOI","Dave Schaeffer","2016","$6,967,100"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=39","CNMD","https://aflcio.org/paywatch/CNMD","CONMED Corporation","https://aflcio.org/paywatch/CNMD","Curt R. Hartman","2015","$6,956,709"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=39","OI","https://aflcio.org/paywatch/OI","Owens-Illinois","https://aflcio.org/paywatch/OI","Andres A. Lopez","2016","$6,938,506"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=39","RAX","https://aflcio.org/paywatch/RAX","Rackspace Hosting","https://aflcio.org/paywatch/RAX","William Taylor Rhodes","2015","$6,936,022"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=39","CLGX","https://aflcio.org/paywatch/CLGX","CoreLogic","https://aflcio.org/paywatch/CLGX","Anand Nallathambi","2016","$6,935,569"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=39","VRSK","https://aflcio.org/paywatch/VRSK","Verisk Analytics","https://aflcio.org/paywatch/VRSK","Scott G. Stephenson","2016","$6,927,202"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=39","VWR","https://aflcio.org/paywatch/VWR","VWR Corporation","https://aflcio.org/paywatch/VWR","Manuel Brocke-Benz","2016","$6,923,704"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=39","ALSN","https://aflcio.org/paywatch/ALSN","Allison Transmission Holdings","https://aflcio.org/paywatch/ALSN","Lawrence E. Dewey","2016","$6,913,969"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=39","SABR","https://aflcio.org/paywatch/SABR","Sabre Corporation","https://aflcio.org/paywatch/SABR","Tom Klein","2016","$6,910,471"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=40","OSIS","https://aflcio.org/paywatch/OSIS","OSI Systems","https://aflcio.org/paywatch/OSIS","Deepak Chopra","2016","$6,888,699"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=40","BWXT","https://aflcio.org/paywatch/BWXT","BWX Technologies","https://aflcio.org/paywatch/BWXT","P. Sandy Baker","2016","$6,869,337"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=40","PGR","https://aflcio.org/paywatch/PGR","Progressive Corporation","https://aflcio.org/paywatch/PGR","Susan Patricia Griffith","2016","$6,864,146"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=40","APOG","https://aflcio.org/paywatch/APOG","Apogee Enterprises","https://aflcio.org/paywatch/APOG","Joseph F. Puishys","2016","$6,861,808"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=40","GCI","https://aflcio.org/paywatch/GCI","Gannett Co.","https://aflcio.org/paywatch/GCI","Robert J. Dickey","2016","$6,856,068"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=40","TEN","https://aflcio.org/paywatch/TEN","Tenneco","https://aflcio.org/paywatch/TEN","Gregg M. Sherrill","2016","$6,842,987"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=40","IOSP","https://aflcio.org/paywatch/IOSP","Innospec","https://aflcio.org/paywatch/IOSP","Patrick S. Williams","2016","$6,836,544"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=40","KMG","https://aflcio.org/paywatch/KMG","KMG Chemicals","https://aflcio.org/paywatch/KMG","Christopher T. Fraser","2016","$6,805,800"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=40","MPSX","https://aflcio.org/paywatch/MPSX","Multi Packaging Solutions International Limited","https://aflcio.org/paywatch/MPSX","Marc Shore","2016","$6,798,712"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=40","PEN","https://aflcio.org/paywatch/PEN","Penumbra","https://aflcio.org/paywatch/PEN","Adam Elsesser","2015","$6,793,013"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=40","EPE","https://aflcio.org/paywatch/EPE","EP Energy Corporation","https://aflcio.org/paywatch/EPE","Brent J. Smolik","2016","$6,785,927"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=40","VSTO","https://aflcio.org/paywatch/VSTO","Vista Outdoor","https://aflcio.org/paywatch/VSTO","Mark W. Deyoung","2016","$6,779,162"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=40","MRC","https://aflcio.org/paywatch/MRC","MRC Global","https://aflcio.org/paywatch/MRC","Andrew R. Lane","2016","$6,750,808"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=40","OUT","https://aflcio.org/paywatch/OUT","OUTFRONT Media","https://aflcio.org/paywatch/OUT","Jeremy J. Male","2015","$6,745,789"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=40","ILG","https://aflcio.org/paywatch/ILG","ILG","https://aflcio.org/paywatch/ILG","Craig M. Nash","2016","$6,743,955"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=40","ATW","https://aflcio.org/paywatch/ATW","Atwood Oceanics","https://aflcio.org/paywatch/ATW","Robert J. Saltiel","2016","$6,743,138"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=40","CNP","https://aflcio.org/paywatch/CNP","CenterPoint Energy","https://aflcio.org/paywatch/CNP","Scott M. Prochazka","2016","$6,738,236"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=40","COGT","https://aflcio.org/paywatch/COGT","Cogint","https://aflcio.org/paywatch/COGT","Derek Dubner","2015","$6,733,334"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=40","PRSC","https://aflcio.org/paywatch/PRSC","The Providence Service Corporation","https://aflcio.org/paywatch/PRSC","James M. Lindstrom","2015","$6,719,617"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=40","BERY","https://aflcio.org/paywatch/BERY","BPC Acquisition Corp","https://aflcio.org/paywatch/BERY","Jonathan D. Rich","2016","$6,711,500"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=41","KITE","https://aflcio.org/paywatch/KITE","Kite Pharma","https://aflcio.org/paywatch/KITE","Arie Belldegrun","2015","$6,704,887"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=41","NLNK","https://aflcio.org/paywatch/NLNK","NewLink Genetics Corporation","https://aflcio.org/paywatch/NLNK","Charles J. Link","2016","$6,704,844"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=41","BC","https://aflcio.org/paywatch/BC","Brunswick Corporation","https://aflcio.org/paywatch/BC","Mark D. Schwabero","2016","$6,702,448"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=41","LECO","https://aflcio.org/paywatch/LECO","Lincoln Electric Holdings","https://aflcio.org/paywatch/LECO","Christopher L. Mapes","2016","$6,696,609"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=41","AAN","https://aflcio.org/paywatch/AAN","Aaron's","https://aflcio.org/paywatch/AAN","John W. Robinson","2016","$6,687,206"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=41","BEAV","https://aflcio.org/paywatch/BEAV","B/E Aerospace","https://aflcio.org/paywatch/BEAV","Werner Lieberherr","2016","$6,686,623"
